Title,Total Earnings,Foriegn Earnings,Year,IMDB
Battle for Terra,"$6,100,000 ","$1,600,000 ",2009,5.3
Blood: The Last Vampire,"$5,900,000 ","$257,000 ",2009,5.3
Carriers,"$5,800,000 ","$104,000 ",2009,6
The Burning Plain,"$5,600,000 ","$201,000 ",2009,6
The Brothers Bloom,"$5,500,000 ","$3,500,000 ",2009,6
Lorna's Silence,"$5,100,000 ","$339,000 ",2009,6
Sin Nombre,"$5,100,000 ","$2,500,000 ",2009,7.6
Cloud 9,"$4,900,000 ","$91,700 ",2009,7.6
"Food, Inc.","$4,600,000 ","$4,400,000 ",2009,7.6
Miss March,"$4,600,000 ","$4,500,000 ",2009,5
Luck by Chance,"$4,500,000 ","$356,000 ",2009,7
Beyond a Reasonable Doubt,"$4,400,000 ","$32,900 ",2009,5.9
Wake Up Sid,"$4,300,000 ","$719,000 ",2009,7.6
Good Hair,"$4,200,000 ","$4,200,000 ",2009,6.9
The Damned United,"$4,100,000 ","$450,000 ",2009,7.5
Dev D,"$4,000,000 ","$18,600 ",2009,7.5
Crossing Over,"$3,500,000 ","$456,000 ",2009,6.7
I Hate Valentine's Day,"$3,500,000 ","$11,000 ",2009,4.7
Is Anybody There?,"$3,400,000 ","$2,000,000 ",2009,4.7
Everlasting Moments,"$3,300,000 ","$611,000 ",2009,4.7
Still Walking,"$3,300,000 ","$167,000 ",2009,4.7
The Boys Are Back,"$3,200,000 ","$810,000 ",2009,6.8
Chocolate,"$3,200,000 ","$14,800 ",2009,6.8
My One and Only,"$3,000,000 ","$2,500,000 ",2009,6.5
Kambakkht Ishq,"$3,000,000 ","$1,400,000 ",2009,6.5
Killshot,"$3,000,000 ","$18,600 ",2009,6.5
Shall We Kiss?,"$2,900,000 ","$535,000 ",2009,6.5
Tetro,"$2,900,000 ","$519,000 ",2009,6.9
The Private Lives of Pippa Lee,"$2,800,000 ","$337,000 ",2009,6.4
Every Little Step,"$2,800,000 ","$1,700,000 ",2009,6.4
Adam,"$2,500,000 ","$2,300,000 ",2009,7.2
Red Cliff,"$2,500,000 ","$627,000 ",2009,7.2
Just Another Love Story,"$2,500,000 ","$45,800 ",2009,7.2
13B,"$2,500,000 ","$12,400 ",2009,7.2
The Horsemen,"$2,400,000 ", $-   ,2009,7.2
Management,"$2,400,000 ","$935,000 ",2009,7.2
Me and Orson Welles,"$2,300,000 ","$1,200,000 ",2009,7.2
Ricky,"$2,300,000 ","$3,500 ",2009,5.8
Bronson,"$2,300,000 ","$105,000 ",2009,5.8
Valentino: The Last Emperor,"$2,200,000 ","$1,800,000 ",2009,5.8
Echelon Conspiracy,"$2,200,000 ","$666,000 ",2009,5.8
Amreeka,"$2,200,000 ","$627,000 ",2009,7
Dhoondte Reh Jaoge,"$2,200,000 ","$5,100 ",2009,5.6
The Mutant Chronicles,"$2,100,000 ","$6,800 ",2009,5.6
Disgrace,"$2,100,000 ","$69,700 ",2009,5.6
De Dana Dan,"$2,000,000 ","$945,000 ",2009,5.3
Dead Snow,"$2,000,000 ","$46,700 ",2009,6.3
The Limits of Control,"$2,000,000 ","$427,000 ",2009,6.3
Three Monkeys,"$1,900,000 ","$41,300 ",2009,6.3
New York,"$1,900,000 ","$997,000 ",2009,6.8
It Might Get Loud,"$1,900,000 ","$1,600,000 ",2009,6.8
Kaminey,"$1,900,000 ","$1,300,000 ",2009,7.4
Mammoth,"$1,800,000 ","$9,600 ",2009,6.9
O'Horten,"$1,800,000 ","$302,000 ",2009,6.9
The Maid,"$1,600,000 ","$577,000 ",2009,7.3
The Messenger,"$1,500,000 ","$1,100,000 ",2009,7.1
X Games 3D The Movie,"$1,500,000 ","$1,400,000 ",2009,7.1
Kurbaan,"$1,500,000 ","$754,000 ",2009,5.7
Julia (2009),"$1,300,000 ","$65,100 ",2009,5.7
Paper Heart,"$1,300,000 ","$1,300,000 ",2009,6
Tokyo!,"$1,200,000 ","$351,000 ",2009,6
Tulpan,"$1,200,000 ","$159,000 ",2009,6
The Cove,"$1,200,000 ","$857,000 ",2009,8.4
Sugar,"$1,100,000 ","$1,100,000 ",2009,8.4
The Other Man,"$1,100,000 ","$150,000 ",2009,8.4
Cold Souls,"$1,100,000 ","$905,000 ",2009,6.4
Dil Bole Hadippa! (My Heart Goes Hooray),"$1,100,000 ","$644,000 ",2009,6.4
Surveillance,"$1,100,000 ","$27,300 ",2009,6.4
La Danse: Le Ballet de L'Opera de Paris,"$1,100,000 ","$567,000 ",2009,6.4
The Stoning of Soraya M.,"$1,100,000 ","$637,000 ",2009,6.4
The Girlfriend Experience,"$1,000,000 ","$696,000 ",2009,5.5
Tekken,"$967,000 ", $-   ,2009,5.5
Tyson,"$965,000 ","$888,000 ",2009,5.5
Fanboys,"$961,000 ","$689,000 ",2009,6.6
More Than a Game,"$960,000 ","$951,000 ",2009,6.6
Tim Burton's The Nightmare Before Christmas in 3-D (2009 re-issue),"$958,000 ","$406,000 ",2009,6.6
Anvil! The Story of Anvil,"$951,000 ","$668,000 ",2009,6.6
Goodbye Solo,"$942,000 ","$871,000 ",2009,6.6
Tokyo Sonata,"$940,000 ","$278,000 ",2009,6.6
Jerichow,"$906,000 ","$60,400 ",2009,6.6
The Great Buck Howard,"$901,000 ","$751,000 ",2009,6.6
Antichrist,"$792,000 ","$404,000 ",2009,6.6
Little Ashes,"$768,000 ","$482,000 ",2009,6.6
Motherhood,"$726,000 ","$93,400 ",2009,4.6
Free Style,"$716,000 ","$141,000 ",2009,4.6
Donkey Punch,"$694,000 ","$19,400 ",2009,6.2
London Dreams,"$580,000 ","$300,000 ",2009,5.4
Fados,"$574,000 ","$129,000 ",2009,5.4
From Mexico with Love,"$549,000 ","$549,000 ",2009,5.1
Lymelife,"$526,000 ","$421,000 ",2009,5.1
Of Time and the City,"$523,000 ","$32,700 ",2009,5.1
Humpday,"$474,000 ","$407,000 ",2009,6
Life Partner,"$457,000 ","$110,000 ",2009,5.2
Main Aurr Mrs. Khanna,"$432,000 ","$197,000 ",2009,5.2
Luck,"$409,000 ","$149,000 ",2009,4.8
Wanted (2009),"$404,000 ","$350,000 ",2009,4.8
Transylmania,"$398,000 ","$398,000 ",2009,3.8
24 City,"$396,000 ","$30,800 ",2009,3.8
The Marc Pease Experience,"$391,000 ","$4,000 ",2009,4
The Escapist,"$388,000 ","$13,400 ",2009,4
Adoration,"$385,000 ","$294,000 ",2009,4
The Informers,"$382,000 ","$300,000 ",2009,4
Unmistaken Child,"$370,000 ","$306,000 ",2009,4
Tera Mera Ki Rishta,"$345,000 ","$272,000 ",2009,6.8
Serious Moonlight,"$339,000 ","$25,300 ",2009,5.4
What's Your Rashee?,"$315,000 ","$258,000 ",2009,5.4
Shrink,"$303,000 ","$190,000 ",2009,6.7
Black Dynamite,"$297,000 ","$243,000 ",2009,7.4
Call of the Wild 3D,"$270,000 ","$28,700 ",2009,7.4
Soul Power,"$255,000 ","$207,000 ",2009,7.4
The Beaches of Agnes,"$247,000 ","$240,000 ",2009,7.4
Do Knot Disturb,"$236,000 ","$214,000 ",2009,3.6
Paa,"$230,000 ","$199,000 ",2009,7.2
Evangelion 1.0 You Are (Not) Alone,"$224,000 ","$108,000 ",2009,7.2
The Song of Sparrows,"$220,000 ","$116,000 ",2009,7.2
The Yes Men Fix the World,"$217,000 ","$195,000 ",2009,7.6
Rocket Singh - Salesman of the Year,"$198,000 ", $-   ,2009,7.6
A Town Called Panic,"$196,000 ","$166,000 ",2009,7.5
Mancora,"$196,000 ","$29,700 ",2009,7.5
Revanche,"$192,000 ","$192,000 ",2009,7.5
Crude,"$186,000 ","$170,000 ",2009,7.5
Not Quite Hollywood,"$181,000 ","$21,200 ",2009,7.5
Owl and the Sparrow,"$170,000 ","$47,100 ",2009,7.5
Gigantic,"$166,000 ","$103,000 ",2009,7.5
Serbis,"$155,000 ","$64,500 ",2009,7.5
All the Best,"$150,000 ","$121,000 ",2009,7.5
La Boheme,"$142,000 ","$54,500 ",2009,7.5
Not Forgotten,"$142,000 ","$53,700 ",2009,4.8
Daytime Drinking,"$137,000 ","$5,000 ",2009,4.8
Ballerina,"$131,000 ","$115,000 ",2009,4.8
Treeless Mountain,"$124,000 ","$60,300 ",2009,4.8
Burma VJ,"$123,000 ","$51,700 ",2009,4.8
"Police, Adjective","$122,000 ","$53,200 ",2009,7
Gentlemen Broncos,"$118,000 ","$114,000 ",2009,6.2
No Impact Man,"$116,000 ","$100,000 ",2009,6.2
Absurdistan,"$113,000 ","$39,700 ",2009,6.2
Sleep Dealer,"$108,000 ","$80,100 ",2009,6.2
The Skeptic,"$106,000 ","$6,700 ",2009,5.6
Five Minutes of Heaven,"$87,900 ","$15,700 ",2009,6.6
Love N Dancing,"$73,800 ","$47,800 ",2009,6.6
Brighton Rock (re-issue),"$61,000 ","$49,500 ",2009,6.6
The Slammin' Salmon,"$60,400 ","$41,600 ",2009,6.4
Kal Kissne Dekha,"$54,000 ","$24,600 ",2009,3.6
Teza,"$36,100 ","$30,100 ",2009,3.6
Pontypool,"$32,100 ","$3,900 ",2009,3.6
Desbocados,"$30,000 ","$27,900 ",2009,3.6
Endgame,"$26,300 ","$9,600 ",2009,6.2
Laila's Birthday,"$20,500 ","$13,700 ",2009,6.2
Daddy Cool,"$19,100 ","$14,300 ",2009,5
Home (2009 drama),"$18,100 ","$10,400 ",2009,5
Defamation,"$17,300 ","$12,000 ",2009,7.4
Chelsea on the Rocks,"$15,100 ","$11,800 ",2009,7.4
Toy Story 3,"$1,067,000,000 ","$415,000,000 ",2010,8.3
Alice in Wonderland (2010),"$1,025,500,000 ","$334,200,000 ",2010,8.3
Harry Potter and the Deathly Hallows Part 1,"$960,300,000 ","$296,000,000 ",2010,8.3
Inception,"$828,300,000 ","$292,600,000 ",2010,8.8
Shrek Forever After,"$752,600,000 ","$238,700,000 ",2010,6.3
The Twilight Saga: Eclipse,"$698,500,000 ","$300,500,000 ",2010,5
Iron Man 2,"$623,900,000 ","$312,400,000 ",2010,7
Tangled,"$591,800,000 ","$200,800,000 ",2010,7.7
Despicable Me,"$543,100,000 ","$251,500,000 ",2010,7.6
How to Train Your Dragon,"$494,900,000 ","$217,600,000 ",2010,8.1
Clash of the Titans (2010),"$493,200,000 ","$163,200,000 ",2010,8.1
The Chronicles of Narnia: The Voyage of the Dawn Treader,"$415,700,000 ","$104,400,000 ",2010,6.3
The King's Speech,"$410,900,000 ","$135,500,000 ",2010,8
Tron Legacy,"$400,100,000 ","$172,100,000 ",2010,8
The Karate Kid,"$359,100,000 ","$176,600,000 ",2010,6.2
Prince of Persia: The Sands of Time,"$336,400,000 ","$90,800,000 ",2010,6.6
Black Swan,"$329,400,000 ","$107,000,000 ",2010,8
Megamind,"$321,900,000 ","$148,400,000 ",2010,7.2
Robin Hood,"$321,700,000 ","$105,300,000 ",2010,6.6
The Last Airbender,"$319,700,000 ","$131,800,000 ",2010,4.1
Little Fockers,"$310,700,000 ","$148,400,000 ",2010,5.5
Resident Evil: Afterlife,"$300,200,000 ","$60,100,000 ",2010,5.8
Shutter Island,"$294,800,000 ","$128,000,000 ",2010,8.1
Salt,"$293,500,000 ","$118,300,000 ",2010,6.4
Sex and the City 2,"$288,300,000 ","$95,300,000 ",2010,4.4
The Tourist,"$278,300,000 ","$67,600,000 ",2010,6
The Expendables,"$274,500,000 ","$103,100,000 ",2010,6.5
Grown Ups,"$271,400,000 ","$162,000,000 ",2010,-1
Knight & Day,"$261,900,000 ","$76,400,000 ",2010,-1
True Grit,"$252,300,000 ","$171,200,000 ",2010,7.6
Gulliver's Travels,"$237,400,000 ","$42,800,000 ",2010,4.9
Percy Jackson & The Olympians: The Lightning Thief,"$226,500,000 ","$88,800,000 ",2010,4.9
The Social Network,"$224,900,000 ","$97,000,000 ",2010,7.7
Valentine's Day,"$216,500,000 ","$110,500,000 ",2010,5.7
The Sorcerer's Apprentice,"$215,300,000 ","$63,200,000 ",2010,6.1
Due Date,"$211,800,000 ","$100,500,000 ",2010,6.5
Eat Pray Love,"$204,600,000 ","$80,600,000 ",2010,5.8
Yogi Bear,"$201,600,000 ","$100,200,000 ",2010,4.6
Red,"$199,000,000 ","$90,400,000 ",2010,4.6
Paranormal Activity 2,"$177,500,000 ","$84,800,000 ",2010,5.6
The A-Team,"$177,200,000 ","$77,200,000 ",2010,6.7
Jackass 3-D,"$171,700,000 ","$117,200,000 ",2010,6.7
The Other Guys,"$170,400,000 ","$119,200,000 ",2010,6.6
Unstoppable,"$167,800,000 ","$81,600,000 ",2010,6.7
Step Up 3-D,"$159,300,000 ","$42,400,000 ",2010,6.7
The Book of Eli,"$157,100,000 ","$94,800,000 ",2010,6.9
The Town,"$154,000,000 ","$92,200,000 ",2010,7.5
Date Night,"$152,300,000 ","$98,700,000 ",2010,6.3
Legend of the Guardians: The Owls of Ga'Hoole,"$140,100,000 ","$55,700,000 ",2010,6.9
The Wolfman,"$139,800,000 ","$62,000,000 ",2010,5.8
The Bounty Hunter,"$136,300,000 ","$67,100,000 ",2010,6.3
Saw 3D,"$136,200,000 ","$45,700,000 ",2010,6.3
Wall Street: Money Never Sleeps,"$134,700,000 ","$52,500,000 ",2010,6.2
The Fighter,"$129,200,000 ","$93,600,000 ",2010,7.8
Predators,"$127,200,000 ","$52,000,000 ",2010,6.4
A Nightmare on Elm Street (2010),"$115,700,000 ","$63,100,000 ",2010,6.4
Dear John,"$115,000,000 ","$80,000,000 ",2010,7.6
Cats & Dogs: The Revenge of Kitty Galore,"$112,500,000 ","$43,600,000 ",2010,4.3
Tooth Fairy,"$112,500,000 ","$60,000,000 ",2010,6.2
Life as We Know It,"$105,600,000 ","$53,400,000 ",2010,6.5
Hereafter,"$105,200,000 ","$32,700,000 ",2010,6.4
The Girl with the Dragon Tattoo,"$104,400,000 ","$10,100,000 ",2010,6.4
Love and Other Drugs,"$102,800,000 ","$32,400,000 ",2010,6.4
Aftershock (Tangshan Dadizhen),"$100,300,000 ","$63,000 ",2010,6.4
Killers,"$98,200,000 ","$47,100,000 ",2010,5.4
Kick-Ass,"$96,200,000 ","$48,100,000 ",2010,7.6
Green Zone,"$94,900,000 ","$35,100,000 ",2010,6.8
Nanny McPhee Returns,"$93,300,000 ","$29,000,000 ",2010,6
Get Him to the Greek,"$91,300,000 ","$61,000,000 ",2010,6.4
Burlesque,"$89,500,000 ","$39,400,000 ",2010,7.1
The Last Song,"$89,000,000 ","$63,000,000 ",2010,5.9
Dinner for Schmucks,"$86,900,000 ","$73,000,000 ",2010,5.9
Marmaduke,"$83,800,000 ","$33,600,000 ",2010,4.2
Piranha 3D,"$83,200,000 ","$25,000,000 ",2010,5.4
Oceans,"$82,700,000 ","$19,400,000 ",2010,5.4
Edge of Darkness,"$81,100,000 ","$43,300,000 ",2010,6.6
Vampires Suck,"$80,500,000 ","$36,700,000 ",2010,3.4
Letters to Juliet,"$79,200,000 ","$53,000,000 ",2010,6.5
The Back-Up Plan,"$77,500,000 ","$37,500,000 ",2010,6.5
If You Are the One 2 (Fei Cheng Wu Rao II),"$76,100,000 ","$427,000 ",2010,6.5
Diary of a Wimpy Kid,"$75,700,000 ","$64,000,000 ",2010,6.2
Easy A,"$75,000,000 ","$58,400,000 ",2010,7.1
Hubble 3D,"$74,100,000 ","$52,500,000 ",2010,7.1
Takers,"$69,100,000 ","$57,700,000 ",2010,6.2
Tales from Earthsea,"$68,700,000 ","$48,500 ",2010,6.2
Legion (2010),"$67,900,000 ","$40,200,000 ",2010,6.2
The American,"$67,900,000 ","$35,600,000 ",2010,6.3
The Last Exorcism,"$67,700,000 ","$41,000,000 ",2010,5.6
The Next Three Days,"$67,400,000 ","$21,100,000 ",2010,7.4
The Girl Who Played with Fire,"$67,100,000 ","$7,600,000 ",2010,7.4
Skyline,"$66,800,000 ","$21,400,000 ",2010,4.4
Hot Tub Time Machine,"$64,600,000 ","$50,300,000 ",2010,6.4
Devil,"$62,700,000 ","$33,600,000 ",2010,6.2
127 Hours,"$60,700,000 ","$18,300,000 ",2010,7.6
Tyler Perry's Why Did I Get Married Too?,"$60,700,000 ","$60,100,000 ",2010,7.6
Secretariat,"$60,300,000 ","$59,700,000 ",2010,7.2
The Ghost Writer,"$60,200,000 ","$15,500,000 ",2010,7.2
Morning Glory,"$60,000,000 ","$31,000,000 ",2010,6.5
Remember Me,"$56,000,000 ","$19,100,000 ",2010,7.1
Cop Out,"$55,600,000 ","$44,900,000 ",2010,5.6
The Crazies,"$54,800,000 ","$39,100,000 ",2010,6.5
From Paris with Love,"$52,800,000 ","$24,100,000 ",2010,6.5
Daybreakers,"$51,400,000 ","$30,100,000 ",2010,6.5
Alpha and Omega,"$50,500,000 ","$25,100,000 ",2010,5.2
The Switch,"$49,800,000 ","$27,800,000 ",2010,6.1
She's Out of My League,"$49,800,000 ","$32,000,000 ",2010,6.4
Death at a Funeral (2010),"$49,100,000 ","$42,700,000 ",2010,6.4
How Do You Know,"$48,700,000 ","$30,200,000 ",2010,5.4
Charlie St. Cloud,"$48,200,000 ","$31,200,000 ",2010,6.4
Scott Pilgrim vs. the World,"$47,700,000 ","$31,500,000 ",2010,7.5
Heartbreaker,"$47,400,000 ","$504,000 ",2010,6.7
Avatar: Special Edition,"$45,800,000 ","$10,700,000 ",2010,6.7
The Spy Next Door,"$45,200,000 ","$24,300,000 ",2010,5.4
"The Good, the Bad, the Weird","$44,300,000 ","$128,000 ",2010,5.4
Machete,"$44,100,000 ","$26,600,000 ",2010,6.6
The Girl Who Kicked the Hornet's Nest,"$43,500,000 ","$5,200,000 ",2010,6.6
The Man From Nowhere,"$43,100,000 ","$528,000 ",2010,6.6
When in Rome,"$43,000,000 ","$32,700,000 ",2010,5.6
My Name is Khan,"$42,300,000 ","$4,000,000 ",2010,5.6
Going the Distance,"$42,100,000 ","$17,800,000 ",2010,6.3
The Concert,"$41,100,000 ","$658,000 ",2010,6.3
Agora,"$39,000,000 ","$619,000 ",2010,6.3
For Colored Girls,"$37,700,000 ","$37,700,000 ",2010,6.1
Brooklyn's Finest,"$36,400,000 ","$27,200,000 ",2010,6.1
Furry Vengeance,"$36,200,000 ","$17,600,000 ",2010,3.8
Faster,"$35,600,000 ","$23,200,000 ",2010,6.4
The Kids Are All Right,"$34,700,000 ","$20,800,000 ",2010,7
You Will Meet a Tall Dark Stranger,"$34,300,000 ","$3,200,000 ",2010,6.3
The Secret in Their Eyes,"$34,000,000 ","$6,400,000 ",2010,6.3
Leap Year,"$32,600,000 ","$25,900,000 ",2010,5.9
You Again,"$32,000,000 ","$25,700,000 ",2010,5.8
Mesrine: Killer Instinct,"$31,100,000 ","$552,000 ",2010,5.8
The Losers,"$29,400,000 ","$23,600,000 ",2010,6.9
Case 39,"$28,200,000 ","$13,300,000 ",2010,6.9
Ramona and Beezus,"$27,300,000 ","$26,200,000 ",2010,6.5
Splice,"$26,900,000 ","$17,000,000 ",2010,6.5
Fair Game (2010),"$24,200,000 ","$9,500,000 ",2010,6.5
Let Me In,"$24,100,000 ","$12,100,000 ",2010,-1
Mao's Last Dancer,"$22,300,000 ","$4,800,000 ",2010,-1
Just Wright,"$21,600,000 ","$21,500,000 ",2010,5.9
Our Family Wedding,"$21,400,000 ","$20,300,000 ",2010,5
My Soul to Take,"$21,000,000 ","$14,700,000 ",2010,4.8
71 Into the Fire,"$21,000,000 ","$177,000 ",2010,4.8
"I Love You, Phillip Morris","$20,700,000 ","$2,000,000 ",2010,4.8
Country Strong,"$20,500,000 ","$20,200,000 ",2010,6.3
Another Year,"$19,700,000 ","$3,200,000 ",2010,7.3
Youth in Revolt,"$19,700,000 ","$15,300,000 ",2010,7.3
Buried,"$19,200,000 ","$1,000,000 ",2010,7
[Rec] 2,"$18,500,000 ","$27,800 ",2010,7
Repo Men,"$18,400,000 ","$13,800,000 ",2010,6.3
A Prophet (Un prophŠte),"$17,900,000 ","$2,100,000 ",2010,6.3
Soul Kitchen,"$17,900,000 ","$277,000 ",2010,6.3
Mother (2010),"$17,100,000 ","$552,000 ",2010,6.3
Micmacs,"$16,300,000 ","$1,300,000 ",2010,6.3
The Nutcracker in 3D,"$16,200,000 ","$195,000 ",2010,4.2
Sea Rex 3D: Journey to a Prehistoric World,"$16,000,000 ","$6,100,000 ",2010,6.7
I Hate Luv Storys,"$15,700,000 ","$848,000 ",2010,5.6
Extraordinary Measures,"$15,100,000 ","$12,100,000 ",2010,6.4
Somewhere,"$13,900,000 ","$1,800,000 ",2010,6.3
Winter's Bone,"$13,800,000 ","$6,500,000 ",2010,7.2
The Last Station,"$13,600,000 ","$6,600,000 ",2010,7.2
Raajneeti,"$12,600,000 ","$1,500,000 ",2010,7.1
Made in Dagenham,"$12,400,000 ","$1,100,000 ",2010,7.2
Blue Valentine,"$12,400,000 ","$9,700,000 ",2010,7.4
Tamara Drewe,"$11,900,000 ","$560,000 ",2010,6.2
Chloe,"$11,700,000 ","$3,100,000 ",2010,6.6
Looking for Eric,"$11,600,000 ","$55,800 ",2010,6.6
The Warrior's Way,"$11,100,000 ","$5,700,000 ",2010,6.3
I Am Love,"$10,900,000 ","$5,000,000 ",2010,6.3
Jonah Hex,"$10,900,000 ","$10,500,000 ",2010,4.7
Harry Brown,"$10,300,000 ","$1,800,000 ",2010,4.7
Cyrus,"$9,900,000 ","$7,500,000 ",2010,4.6
Conviction,"$9,700,000 ","$6,800,000 ",2010,6.4
Get Low,"$9,700,000 ","$9,200,000 ",2010,6.4
Babies,"$9,500,000 ","$7,300,000 ",2010,7.1
Stone,"$9,500,000 ","$1,800,000 ",2010,5.4
Peepli Live,"$9,500,000 ","$758,000 ",2010,5.4
Never Let Me Go,"$9,500,000 ","$2,400,000 ",2010,7.1
Mid-August Lunch,"$9,400,000 ","$675,000 ",2010,7.1
MacGruber,"$9,300,000 ","$8,500,000 ",2010,5.5
City Island,"$7,900,000 ","$6,700,000 ",2010,5.5
Inside Job,"$7,900,000 ","$4,300,000 ",2010,8.2
The Joneses,"$7,000,000 ","$1,500,000 ",2010,8.2
Centurion,"$6,800,000 ","$124,000 ",2010,6.4
Animal Kingdom,"$6,800,000 ","$1,000,000 ",2010,7.3
Nowhere Boy,"$6,600,000 ","$1,500,000 ",2010,7.3
It's Kind of a Funny Story,"$6,500,000 ","$6,400,000 ",2010,7.1
Waiting for ,"$6,400,000 ","$6,400,000 ",2010,7.1
Greenberg,"$6,200,000 ","$4,200,000 ",2010,6.1
Coco Chanel & Igor Stravinsky,"$5,800,000 ","$1,600,000 ",2010,6.1
Vincere,"$5,700,000 ","$619,000 ",2010,6.1
The Illusionist (2010),"$5,600,000 ","$2,200,000 ",2010,6.1
Exit Through the Gift Shop,"$5,300,000 ","$3,300,000 ",2010,8
Mademoiselle Chambon,"$5,300,000 ","$532,000 ",2010,8
Solitary Man,"$5,200,000 ","$4,400,000 ",2010,8
Rabbit Hole,"$5,100,000 ","$2,200,000 ",2010,7
Vision,"$5,000,000 ","$435,000 ",2010,7
Mother and Child,"$5,000,000 ","$1,100,000 ",2010,7
The Runaways,"$4,700,000 ","$3,600,000 ",2010,6.5
Four Lions,"$4,700,000 ","$305,000 ",2010,7.3
Wild Grass,"$4,600,000 ","$404,000 ",2010,7.3
Please Give,"$4,300,000 ","$4,000,000 ",2010,6.6
Monsters,"$4,200,000 ","$237,000 ",2010,6.4
Rare Exports: A Christmas Tale,"$4,000,000 ","$236,000 ",2010,6.7
The Killer Inside Me,"$4,000,000 ","$217,000 ",2010,6.1
The Perfect Game,"$3,900,000 ","$1,000,000 ",2010,6.1
To Save a Life,"$3,800,000 ","$3,800,000 ",2010,6.1
Inspector Bellamy,"$3,700,000 ","$108,000 ",2010,6.1
Catfish,"$3,500,000 ","$3,200,000 ",2010,7.1
Wild Target,"$3,500,000 ","$109,000 ",2010,6.8
Outside the Law (Hors-la-loi),"$3,400,000 ","$96,900 ",2010,6.8
Frozen (2010),"$3,200,000 ","$246,000 ",2010,6.8
Dabangg,"$2,900,000 ","$1,300,000 ",2010,6.3
Kites,"$2,900,000 ","$1,600,000 ",2010,6
Letters to God,"$2,900,000 ","$2,800,000 ",2010,6.3
Twelve,"$2,600,000 ","$184,000 ",2010,5.7
Tees Maar Khan,"$2,500,000 ","$1,100,000 ",2010,2.5
Fish Tank,"$2,400,000 ","$375,000 ",2010,2.5
Housefull,"$2,300,000 ","$1,200,000 ",2010,5.3
Golmaal 3,"$2,100,000 ","$1,100,000 ",2010,5.4
After.Life,"$2,000,000 ","$109,000 ",2010,5.4
Cairo Time,"$2,000,000 ","$1,600,000 ",2010,5.4
Flipped,"$1,800,000 ","$1,800,000 ",2010,7.7
Guzaarish,"$1,700,000 ","$1,000,000 ",2010,7.4
Ondine,"$1,600,000 ","$550,000 ",2010,7.4
Anjaana Anjaani,"$1,600,000 ","$855,000 ",2010,5.8
John Rabe,"$1,500,000 ","$67,500 ",2010,5.8
Restrepo,"$1,400,000 ","$1,300,000 ",2010,7.5
Raavan,"$1,400,000 ","$709,000 ",2010,5.4
The City of Your Final Destination,"$1,400,000 ","$493,000 ",2010,5.4
It's a Wonderful Afterlife,"$1,300,000 ", $-   ,2010,5.3
Ajami,"$1,300,000 ","$622,000 ",2010,5.3
Army of Crime,"$1,200,000 ","$37,000 ",2010,5.3
Lebanon,"$1,200,000 ","$368,000 ",2010,5.3
Howl,"$1,200,000 ","$617,000 ",2010,6.7
Videocracy,"$1,200,000 ","$23,700 ",2010,6.7
When You're Strange,"$1,100,000 ","$246,000 ",2010,6.7
The Salvation Poem (Poema de Salvacion),"$1,100,000 ","$915,000 ",2010,6.7
Casino Jack,"$1,100,000 ","$1,000,000 ",2010,6.2
Leaving,"$1,100,000 ","$176,000 ",2010,6.2
Khatta Meetha,"$1,000,000 ","$542,000 ",2010,5.5
We Are Family,"$1,000,000 ","$638,000 ",2010,5.6
Leaves of Grass,"$1,000,000 ","$70,100 ",2010,5.6
North Face,"$928,000 ","$711,000 ",2010,5.6
Creation,"$896,000 ","$341,000 ",2010,5.6
No One Knows About Persian Cats,"$880,000 ","$81,800 ",2010,5.6
Carlos,"$871,000 ","$146,000 ",2010,5.6
Hideaway (Le Refuge),"$871,000 ","$34,500 ",2010,5.6
The Disappearance of Alice Creed,"$868,000 ","$167,000 ",2010,5.6
Break Ke Baad,"$817,000 ","$428,000 ",2010,5.2
Veer (2010),"$804,000 ","$527,000 ",2010,5.2
Life During Wartime,"$768,000 ","$281,000 ",2010,5.2
Enter the Void,"$754,000 ","$336,000 ",2010,5.2
The Secret of Kells,"$739,000 ","$677,000 ",2010,5.2
The Polar Express (IMAX re-issue 2010),"$673,000 ","$673,000 ",2010,5.2
No Problem,"$654,000 ","$285,000 ",2010,4.2
All Good Things,"$645,000 ","$582,000 ",2010,6.3
Jack Goes Boating,"$620,000 ","$542,000 ",2010,6.4
Holy Rollers,"$608,000 ","$303,000 ",2010,5.9
Chain Letter,"$585,000 ","$139,000 ",2010,5.9
I Spit on Your Grave,"$573,000 ","$93,100 ",2010,6.3
I'm Still Here,"$569,000 ","$409,000 ",2010,7.1
Salt of this Sea,"$557,000 ","$11,700 ",2010,7.1
Undertow (2010),"$501,000 ","$109,000 ",2010,7.1
Father of My Children,"$479,000 ","$144,000 ",2010,7.1
The Greatest (2010),"$474,000 ","$115,000 ",2010,7.1
The Extra Man,"$458,000 ","$453,000 ",2010,5.8
Tiny Furniture,"$392,000 ","$392,000 ",2010,6.2
Dogtooth,"$384,000 ","$110,000 ",2010,6.2
Grease (Sing-a-Long re-issue),"$366,000 ","$366,000 ",2010,6.2
The Tempest,"$347,000 ","$278,000 ",2010,7.8
